
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000, 0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.10000,30.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.20000,60.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.30000,90.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.40000,120.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.50000,150.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.60000,180.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.70000,210.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.80000,240.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.90000,270.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.00000,300.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244, 0.00001, 0.95630, 0.28979,57.12293,971.01236,4193.77859,-4.60621, 0.00265, 0.00265,
 1.10000,329.99991, 0.00022,20000.00040,-0.01861,16.99923,-0.00269,299.99782,16.99734,-0.00170,-0.46211,-0.12224,-0.06724, 0.29272, 0.00268, 0.96045, 0.28979,57.12209,971.01235,4193.77859,-3.74116, 0.86770, 0.86770,
 1.20000,359.99958, 0.00111,20000.00196,-0.10388,16.97743,-0.01533,299.99605,16.97356,-0.01273,-1.17177,-0.31540,-0.17698, 0.29248, 0.00302, 0.95835, 0.28978,57.12142,971.01228,4193.77859,-3.62641, 0.98245, 0.98245,
 1.30000,389.99924, 0.00239,20000.00413,-0.26226,16.93618,-0.03971,299.99782,16.93216,-0.03431,-1.84144,-0.50614,-0.29247, 0.29208, 0.00322, 0.95474, 0.28979,57.12209,971.01219,4193.77859,-3.61118, 0.99767, 0.99767,
 1.40000,419.99932, 0.00326,20000.00576,-0.48708,16.87634,-0.07601,300.00483,16.87462,-0.06472,-2.42923,-0.68381,-0.41048, 0.29159, 0.00354, 0.95033, 0.28979,57.12475,971.01213,4193.77859,-3.60917, 0.99969, 0.99969,
 1.50000,450.00043, 0.00266,20000.00547,-0.76970,16.79918,-0.12432,300.01844,16.80271,-0.10157,-2.92868,-0.84633,-0.53178, 0.29102, 0.00398, 0.94532, 0.28981,57.12994,971.01214,4193.77859,-3.60890, 0.99996, 0.99996,
 1.60000,480.00327,-0.00077,20000.00164,-1.10132,16.70613,-0.18479,300.03982,16.71822,-0.14224,-3.34084,-0.99291,-0.65729, 0.29040, 0.00450, 0.93982, 0.28983,57.13809,971.01230,4193.77859,-3.60886, 0.99999, 0.99999,
